SNAPSHOT,SNAPFILE,SNAPPEND,SNAPCLOS,CASEKEY,CIRCUIT,DISTRICT,OFFICE,DOCKET,GEN,SEQ,ORIGIN,ORGFLDT,FILEDATE,FILECY,FILEFY,ORGFLCHP,CRNTCHP,ORGNTRDBT,NTRDBT,JOINT,D1ZIP,D1CNTY,ORGD1FPRSE,D1FPRSE,D1CHGDT,D2ZIP,D2CNTY,ORGD2FPRSE,D2FPRSE,D2CHGDT,ORGFEESTS,FEESTS,CASETYP,ORGDBTRTYP,DBTRTYP,NOB,PRFILE,ORGEASST,EASST,ORGELBLTS,ELBLTS,ORGECRDTRS,ECRDTRS,ORGASSTCASE,ASSTCASE,SMLLBUS,PREPACK,TOTASSTS,REALPROP,PERSPROP,TOTLBLTS,SECURED,UNSECPR,UNSECNPR,DSCHRGD,NDSCHRGD,TOTDBT,CNTMNTHI,AVGMNTHI,AVGMNTHE,SRCCASE,DSTNCASE,CNSLLEAD,JNTLEAD,FLCMECFV,CLOSEDT,CLOSECY,CLOSEFY,CLCHPT,D1CPRSE,D1FDSP,D1FDSPDT,D1FDSPCY,D1FDSPFY,D2CPRSE,D2FDSP,D2FDSPDT,D2FDSPCY,D2FDSPFY,C11DVDND,C11FTRPAY,CLCMECFV,TAXEXEMPT
9/30/2012,0,0,1,BK04222087047700,4,22,2,870477,0,0,,2/15/2008,2/15/2008,2008,2008,13,13,c,c,y,234200000,51001,n,n,2/15/2008,234200000,51001,n,n,2/15/2008,p,p,v,i,i,,n,A,A,B,B,B,B,y,y,,,27289,0,27289,86770,10607,1350,74813,85420,1350,86770,5103.45,3905,3205,,,,,3.4.0,1/10/2012,2012,2012,13,n,A,4/1/2011,2011,2011,n,A,4/1/2011,2011,2011,,,4.2.0,N
9/30/2014,0,0,1,BK07564099303800,7,56,4,993038,0,0,,8/27/2009,8/27/2009,2009,2009,13,7,c,c,n,471190000,18043,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,n,,,191006,180000,11006,194807.36,156574.92,0,38232.44,194807.36,0,194807.36,3488.3,2820,2393.25,,,,,5.1.0,3/12/2014,2014,2014,7,n,A,3/12/2014,2014,2014,,,,,,,,5.1.0,N
9/30/2010,0,1,0,BK03121093374900,3,12,1,933749,0,0,,9/9/2009,9/9/2009,2009,2009,13,13,c,c,n,80941156,34015,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,2050,0,2050,15752.68,0,0,15752.68,15752.68,0,15752.68,1185,1185,1129.2,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK04186085119100,4,18,6,851191,0,0,,,7/22/2008,2008,2008,13,13,c,c,y,272849447,37067,n,n,7/22/2008,272849447,37067,n,n,7/22/2008,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,140075,131400,8675,182074.44,127042,3192.18,51840.26,178882.26,3192.18,182074.44,790.49,3865.52,3736.01,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK08654094293100,8,65,4,942931,0,0,,4/2/2009,4/2/2009,2009,2009,13,13,c,c,y,630440000,29189,n,n,,630440000,29189,n,n,,p,p,v,i,i,,n,C,C,D,D,B,B,y,y,,,333970,285000,48970,686798.04,302957.35,365.09,383475.6,686432.95,365.09,686798.04,3860.99,3551.65,3131,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK06491081675700,6,49,1,816757,0,0,,12/9/2008,12/9/2008,2008,2009,13,13,c,c,y,374120000,47065,n,n,12/9/2008,374120000,47065,n,n,12/9/2008,i,c,v,i,i,,n,B,B,C,C,A,A,y,y,,,95425,82100,13325,109482.57,104403,0,5079.57,109482.57,0,109482.57,4605,3120,1636,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK06482085203000,6,48,2,852030,0,0,,,3/9/2008,2008,2008,13,13,c,c,y,430560000,39089,n,n,3/9/2008,430560000,39089,n,n,3/9/2008,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,141380.44,108000,33380.44,235872.18,133755.02,0,102117.16,235872.18,0,235872.18,4683.08,4338.55,3419.5,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,0,1,BK07521081435800,7,52,1,814358,0,0,,6/4/2008,6/4/2008,2008,2008,13,13,c,c,y,601010000,17043,n,n,6/4/2008,601010000,17043,n,n,6/4/2008,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,186450,150000,36450,191390,154355,0,37035,191390,0,191390,4012.97,4625,4223.27,,,,,3.3.3,12/27/2010,2010,2011,13,n,T,9/17/2010,2010,2010,n,T,9/17/2010,2010,2010,,,3.3.3,N
9/30/2009,0,0,1,BK05381085055500,5,38,1,850555,0,0,,,3/20/2008,2008,2008,13,7,c,c,n,393670000,28153,n,n,3/20/2008,,,,,,p,p,v,i,i,,y,A,A,A,A,A,A,y,n,,,6000,0,6000,22734.84,17872.27,670.7,4191.87,22064.14,670.7,22734.84,831.59,2233.62,1937,,,,,0.0.0,5/4/2009,2009,2009,7,n,O,5/4/2009,2009,2009,,,,,,,,3.3.1,N
9/30/2009,0,1,0,BK07523087304100,7,52,3,873041,0,0,,,9/19/2008,2008,2008,13,13,c,c,y,600210000,17111,n,n,9/19/2008,600210000,17111,n,n,9/19/2008,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,416558,329999,86559,470384,347384,0,123000,470384,0,470384,10369.13,6697,4946.47,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK06483073535300,6,48,3,735353,0,0,,,12/4/2007,2007,2008,13,13,c,c,n,450400000,39165,n,n,,,,,,,p,p,v,i,i,,n,D,D,C,C,A,A,y,y,,,794655.88,0,794655.88,354177.98,0,24122,330055.98,287834.16,66343.82,354177.98,7665.21,5910.9,5063.75,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK053L2081004400,5,3L,2,810044,0,0,,,1/10/2008,2008,2008,13,13,c,c,n,700680000,22095,n,n,1/10/2008,,,,,,p,p,v,i,i,,y,B,B,C,C,A,A,y,y,,,95120,85000,10120,122694.08,97000,3294.08,22400,122694.08,0,122694.08,583.33,1841.69,1470,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK08643093020100,8,64,3,930201,0,0,,,1/14/2009,2009,2009,13,13,c,c,y,560690000,27079,n,n,,560690000,27079,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,165095,142600,22495,230275.79,189700,0,40575.79,230275.79,0,230275.79,7666.44,5554,5405.73,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK04255075035000,4,25,5,750350,0,0,,,12/28/2007,2007,2008,13,13,c,c,y,249700000,54025,n,n,,249700000,54025,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,1083741.35,1000000,83741.35,238763.69,181204.77,0,57558.92,238763.69,0,238763.69,6045.56,4175.03,4033,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK06441091036800,6,44,1,910368,0,0,,3/3/2009,3/3/2009,2009,2009,13,13,c,c,y,427180000,21217,n,n,,427180000,21217,n,n,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,136603,105000,31603,126163.3,105260,0,20903.3,126163.3,0,126163.3,3538,2261.27,2081,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2014,0,1,0,BK09704091717400,9,70,4,917174,0,0,,7/23/2009,7/23/2009,2009,2009,13,13,c,c,y,856230000,4021,n,n,1/5/2011,856230000,4021,n,n,1/5/2011,p,p,v,i,i,,n,D,D,D,D,A,A,y,y,,,748478.07,500000,248478.07,671955.09,474407.75,11000,186547.34,647272.09,24683,671955.09,2848.7,3841.07,5673,,,,,5.1.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK06491081163000,6,49,1,811630,0,0,,,4/4/2008,2008,2008,13,13,c,c,n,307410000,13295,n,n,4/4/2008,,,,,,i,c,v,i,i,,n,A,A,A,A,A,A,y,y,,,4159,0,4159,17313.26,10100.95,775,6437.31,16538.26,775,17313.26,1571,1097.06,823,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK11282081469800,11,28,2,814698,0,0,,,11/24/2008,2008,2009,13,13,c,c,n,367010000,1047,n,n,11/24/2008,,,,,,p,p,v,i,i,,y,A,A,B,B,A,A,y,y,,,19240,0,19240,57982,26998,0,30984,57982,0,57982,1760,1376,1202,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK10835074152000,10,83,5,741520,0,0,,,10/31/2007,2007,2008,13,13,c,c,y,666160000,20177,n,n,10/31/2007,666160000,20177,n,n,10/31/2007,i,p,v,i,i,,n,,B,,B,A,A,y,y,,,97101,0,97101,99491.6,46930.2,0,52561.4,99491.6,0,99491.6,4612,4612,3841.54,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK03111081102100,3,11,1,811021,0,0,,,5/23/2008,2008,2008,13,13,c,c,y,199390000,10005,n,n,5/23/2008,199390000,10005,n,n,5/23/2008,p,p,v,i,i,,n,D,D,D,D,A,A,y,y,,,619780.71,595000,24780.71,668258.49,600056,1980.31,66222.18,666278.18,1980.31,668258.49,5880.4,5432.19,4898.49,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK113J4094006900,11,3J,4,940069,0,0,,1/13/2009,1/13/2009,2009,2009,13,13,c,c,y,314060000,13051,n,n,1/13/2009,314060000,13051,n,n,1/13/2009,i,i,v,i,i,,y,C,C,C,C,A,A,y,y,,,132925,113500,19425,143802,119651,2243,21908,141559,2243,143802,5118,4087,3512,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,0,1,BK09732081759300,9,73,2,817593,0,0,,,5/30/2008,2008,2008,13,13,c,c,n,900180000,6037,y,y,,,,,,,p,p,v,i,i,,n,C,C,A,A,A,A,y,y,,,331600,328100,3500,38535.24,38535.24,0,0,38535.24,0,38535.24,4700,4605,3841.27,,,,,0.0.0,10/29/2009,2009,2010,13,y,K,10/29/2009,2009,2010,,,,,,,,3.3.2,N
9/30/2009,0,0,1,BK10832072291800,10,83,2,722918,0,0,,,12/27/2007,2007,2008,13,13,c,c,y,661060000,20209,n,n,12/27/2007,661060000,20209,n,n,12/27/2007,p,p,v,i,i,,n,A,A,C,C,A,A,y,y,,,166732,0,166732,170184.25,28086,1303,140795.25,113697.25,56487,170184.25,8998,6621.75,3185,,,,,0.0.0,12/8/2008,2008,2009,13,n,H,,,,n,,,,,,,0.0.0,N
9/30/2012,0,1,0,BK09713093019800,9,71,3,930198,0,0,,,1/26/2009,2009,2009,13,13,c,c,y,940662518,6081,n,n,1/26/2009,940662518,6081,n,n,1/26/2009,p,p,v,i,i,,n,C,C,D,D,A,A,y,y,,,350072,331395,18677,697291.01,597677.14,1100,98513.87,697291.01,0,697291.01,6732.27,5387.75,4977,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK113G7087131100,11,3G,7,871311,0,0,,,9/4/2008,2008,2008,13,13,c,c,y,317750000,13277,n,n,9/4/2008,317750000,13277,n,n,9/4/2008,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,91740,69000,22740,134593.62,102108.66,0,32484.96,134593.62,0,134593.62,5624,4102,3608,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK03152082050800,3,15,2,820508,0,0,,,1/27/2008,2008,2008,13,13,c,c,n,150440000,42003,n,n,1/27/2008,,,,,,p,p,v,i,i,,n,A,A,B,B,A,A,y,y,,,41540.21,0,41540.21,159722.86,0,410,159312.86,159312.86,410,159722.86,1568.76,2028.91,1692.5,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK03121092505900,3,12,1,925059,0,0,,6/10/2009,6/10/2009,2009,2009,13,13,c,c,n,81060000,34007,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,192442,178000,14442,190823,166104,0,24719,190823,0,190823,3490.38,3382.51,3175,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2013,0,1,0,BK09714094350700,9,71,4,943507,0,0,,4/28/2009,4/28/2009,2009,2009,13,13,c,c,n,945180000,6013,n,n,,,,,,,p,p,v,i,i,,n,A,A,C,C,A,A,y,y,,,15335,0,15335,159481,24751,2780,131950,156701,2780,159481,2410,2800,2442,,,,,4.2.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK04207090058300,4,20,7,900583,0,0,,,1/28/2009,2009,2009,13,13,c,c,y,296440000,45059,n,n,,296440000,45059,n,n,,p,p,v,i,i,,n,B,B,B,B,A,A,y,y,,,64921,50000,14921,62622,44644,1974,16004,62622,0,62622,1621,2432,2234,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK07521092799100,7,52,1,927991,0,0,,7/31/2009,7/31/2009,2009,2009,13,13,c,c,n,606203628,17031,n,n,,,,,,,p,p,v,i,i,,y,A,A,A,A,A,A,y,y,,,1600,0,1600,37526,0,17099,20427,20504,17022,37526,3333.33,2073.31,1673.31,,,,,4.3.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK06503091056500,6,50,3,910565,0,0,,9/16/2009,9/16/2009,2009,2009,13,13,c,c,n,371300000,47149,n,n,,,,,,,i,i,v,i,i,,y,A,A,C,C,A,A,y,y,,,8930,0,8930,116482.64,17173.54,0,99309.1,116482.64,0,116482.64,2361.27,1809.48,1417.33,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK01011081874500,1,1,1,818745,0,0,,,11/17/2008,2008,2009,13,13,c,c,n,27400000,25005,n,n,11/17/2008,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,183076,171100,11976,218798.44,172562.67,1800,44435.77,218798.44,0,218798.44,2711,4140.83,3531.83,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK05393083476000,5,39,3,834760,0,0,,,9/23/2008,2008,2008,13,13,c,c,n,751490000,48113,n,n,,,,,,,p,p,v,i,i,,y,B,B,C,C,A,A,y,y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK06503090111800,6,50,3,901118,0,0,,2/2/2009,2/2/2009,2009,2009,13,13,c,c,y,370760000,47037,n,n,,370760000,47037,n,n,,i,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,17790,0,17790,19647,8210,0,11437,19647,0,19647,6540,4062,3252,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK05414083507400,5,41,4,835074,0,0,,8/4/2008,8/4/2008,2008,2008,13,13,c,c,n,770550000,48201,n,n,8/4/2008,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,0,0,0,185599.29,183189.29,2410,0,185599.29,0,185599.29,0,4062.15,1993,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK11262080319700,11,26,2,803197,0,0,,7/4/2008,7/4/2008,2008,2008,13,13,c,c,n,352170000,1073,n,n,7/4/2008,,,,,,i,i,v,i,i,,n,B,B,B,B,A,A,y,y,,,6830,0,6830,16572,7402,0,9170,16572,0,16572,1156.01,1156.01,940.5,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2012,0,0,1,BK03141080281700,3,14,1,802817,0,0,,,8/7/2008,2008,2008,13,13,c,c,n,166520000,42061,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,117268.44,70000,47268.44,152181,105114,0,47067,152181,0,152181,5103.4,4020.98,3746.1,,,,,0.0.0,2/13/2012,2012,2012,13,n,A,2/13/2012,2012,2012,,,,,,,,4.2.0,N
9/30/2012,0,0,1,BK06491091617700,6,49,1,916177,0,0,,9/26/2009,9/26/2009,2009,2009,13,13,c,c,n,374060000,47065,n,n,,,,,,,i,c,v,i,i,,y,A,A,A,A,A,A,y,y,,,10535,0,10535,34651.45,8301.56,0,26349.89,34651.45,0,34651.45,3307,4309.49,2623,,,,,4.3.0,6/26/2012,2012,2012,13,n,T,3/22/2012,2012,2012,,,,,,,,4.3.0,N
9/30/2013,0,0,1,BK08646086026500,8,64,6,860265,0,0,,3/19/2008,3/19/2008,2008,2008,13,13,c,c,y,565420000,27119,n,n,3/19/2008,565420000,27119,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,285468.53,198000,87468.53,118259.95,118259.95,0,0,118259.95,0,118259.95,3800.6,6136.97,3551.6,,,,,5.0.0,5/15/2013,2013,2013,13,n,A,3/26/2013,2013,2013,n,A,3/26/2013,2013,2013,,,5.1.0,N
9/30/2008,1,1,0,BK113E1078120900,11,3E,1,781209,0,0,,,12/17/2007,2007,2008,13,13,c,c,n,301140000,13057,n,n,12/17/2007,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,201850,180000,21850,205242,205242,0,0,205242,0,205242,4000,5000,4750,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK06481091352400,6,48,1,913524,0,0,,6/3/2009,6/3/2009,2009,2009,13,13,c,c,y,456480000,39145,n,n,,456480000,39145,n,n,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,123637.1,120000,3637.1,254511.15,177499.42,14643.72,62368.01,239867.43,14643.72,254511.15,1372.43,3529.89,2564.4,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK08664094102400,8,66,4,941024,0,0,,3/12/2009,3/12/2009,2009,2009,13,13,c,c,y,640830000,29037,n,n,,640830000,29037,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,175069.37,150000,25069.37,336327.96,256824,7502.96,72001,328825,7502.96,336327.96,7826.67,5603,4743,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK04203090212900,4,20,3,902129,0,0,,3/23/2009,3/23/2009,2009,2009,13,13,c,c,n,292060000,45079,n,n,,,,,,,p,p,v,i,i,,y,C,C,B,B,A,A,y,y,,,160863.74,124500,36363.74,76057.77,51008,2514,22535.77,73543.77,2514,76057.77,3737.13,3062.71,2307.22,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK113A8071254900,11,3A,8,712549,0,0,,12/19/2007,12/19/2007,2007,2008,13,13,c,c,y,335690000,12057,n,n,12/19/2007,335780000,12057,n,n,12/19/2007,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,216725,145000,71725,267530.91,166853.01,2500,98177.9,265030.91,2500,267530.91,5629,3450.57,3579.99,,,,,4.3.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,0,1,BK06503090731900,6,50,3,907319,0,0,,6/30/2009,6/30/2009,2009,2009,13,7,c,c,n,370730000,47147,n,n,,,,,,,i,p,v,i,i,,n,C,C,C,C,A,A,y,n,,,118125,100000,18125,135591.29,92806.6,0,42784.69,135591.29,0,135591.29,2432.28,1632.67,1617,,,,,3.4.0,6/21/2011,2011,2011,7,n,A,5/31/2011,2011,2011,,,,,,,,3.4.0,N
9/30/2008,1,1,0,BK04186075198000,4,18,6,751980,0,0,,,12/14/2007,2007,2008,13,13,c,c,n,272840000,37067,n,n,,,,,,,p,p,v,i,i,,y,A,A,A,A,A,A,y,y,,,3450,0,3450,10154.31,2755,0,7399.31,10154.31,0,10154.31,265,1181,1054,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK06493083582000,6,49,3,835820,0,0,,12/29/2008,12/29/2008,2008,2009,13,13,c,c,n,378490000,47093,n,n,12/29/2008,,,,,,i,c,v,i,i,,n,A,A,B,B,A,A,y,y,,,6094.98,2000,4094.98,52761.38,0,0,52761.38,52761.38,0,52761.38,1633,2299,2195.13,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK09732091775000,9,73,2,917750,0,0,,4/2/2009,4/2/2009,2009,2009,13,13,c,c,y,906060000,6037,n,n,,906060000,6037,n,n,,p,p,v,i,i,,y,A,A,A,A,A,A,y,y,,,316500,300000,16500,535068,399372,0,135696,,,,3779.66,5623.07,5013,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK05421091254500,5,42,1,912545,0,0,,9/9/2009,9/9/2009,2009,2009,13,13,c,c,n,787270000,48453,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,237593.48,199802,37791.48,162571.06,116419.36,2500,43651.7,162571.06,0,162571.06,7271.71,5157.06,4056.99,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2015,0,1,0,BK02084093641200,2,8,4,936412,0,0,,5/28/2009,5/28/2009,2009,2009,13,13,c,c,y,125330000,36027,n,n,,125330000,36027,n,n,,p,p,v,i,i,,n,D,D,D,D,A,A,n,y,,,765175,613000,152175,879779.67,592339,0,287440.67,879779.67,0,879779.67,,9857.59,9683.67,,,,,5.1.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK113J6086067800,11,3J,6,860678,0,0,,,10/13/2008,2008,2009,13,13,c,c,y,304010000,13107,n,n,10/13/2008,304010000,13107,n,n,10/13/2008,i,i,v,i,i,,y,A,A,A,A,A,A,y,y,,,22436.68,14471,7965.68,10813.29,0,0,10813.29,10813.29,0,10813.29,2418.44,1202,1143,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,0,1,BK113E1098112300,11,3E,1,981123,0,0,,8/12/2009,8/12/2009,2009,2009,13,13,c,c,n,302130000,13121,n,n,,,,,,,p,p,v,i,i,,y,A,A,B,B,A,A,y,y,,,19605.18,0,19605.18,53722.07,29657.02,0,24065.05,53722.07,0,53722.07,3547.67,4503,3503,,,,,3.3.2,12/17/2009,2009,2010,13,n,J,12/3/2009,2009,2010,,,,,,,,3.3.2,N
9/30/2009,0,1,0,BK04178080196000,4,17,8,801960,0,0,,3/21/2008,3/21/2008,2008,2008,13,13,c,c,n,275010000,37085,n,n,11/13/2008,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,14300,0,14300,44683.29,10027.33,0,34655.96,29505.29,15178,44683.29,3070.1,1970.66,1677.61,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK04222087246400,4,22,2,872464,0,0,,,7/24/2008,2008,2008,13,13,c,c,n,237046952,51740,n,n,7/24/2008,,,,,,p,p,v,i,i,,y,,,,,A,A,y,y,,,11389.57,0,11389.57,43712.42,10042.9,0,33669.52,,,,2565.27,2094,1798,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK07531098193800,7,53,1,981938,0,0,,6/22/2009,6/22/2009,2009,2009,13,13,c,c,y,616030000,17143,n,n,,616030000,17143,n,n,,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,94065,79290,14775,175699,87942,0,87757,175699,0,175699,3149.4,3148,2728,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,0,1,BK05364075143000,5,36,4,751430,0,0,,12/4/2007,12/4/2007,2007,2008,13,13,c,c,n,705770000,22097,n,n,12/4/2007,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,53900.31,50000,3900.31,62750.28,60496.67,0,2253.61,62750.28,0,62750.28,1009,1656,1326,,,,,3.3.1,11/3/2009,2009,2010,13,n,T,8/12/2009,2009,2009,,,,,,,,3.3.1,N
9/30/2011,0,1,0,BK08678098164900,8,67,8,981649,0,0,,6/22/2009,6/22/2009,2009,2009,13,13,c,c,y,681020000,31055,n,n,,681020000,31055,n,n,,p,p,v,i,i,,n,A,A,C,C,A,A,y,y,,,16444.63,0,16444.63,149923.41,21107,16930.2,111886.21,130031.21,19892.2,149923.41,11521.5,5711.62,4283.81,,,,,3.4.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK113G5095156400,11,3G,5,951564,0,0,,5/19/2009,5/19/2009,2009,2009,13,13,c,c,n,312060000,13021,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,7177,0,7177,11711.73,2681,2092.35,6938.38,,,,1610.98,1207.05,1005,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK113C0092349800,11,3C,0,923498,0,0,,6/30/2009,6/30/2009,2009,2009,13,13,c,c,y,333230000,12011,n,n,,333230000,12011,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,234184.7,212000,22184.7,389659.99,350827,0,38832.99,389659.99,0,389659.99,2200.95,23737.21,23555.83,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK113G7097072700,11,3G,7,970727,0,0,,5/8/2009,5/8/2009,2009,2009,13,13,c,c,n,316350000,13185,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,3591,0,3591,17695.7,7065.49,0,10630.21,17695.7,0,17695.7,2257.03,1695.02,1534.02,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,0,1,BK07553093229400,7,55,3,932294,0,0,,5/14/2009,5/14/2009,2009,2009,13,13,c,c,y,469750000,18049,n,n,,469750000,18049,n,n,,p,p,v,i,i,,y,B,B,B,B,A,A,y,y,,,86185,70000,16185,87067,59400,0,27667,87067,0,87067,3173,2679.83,1995,,,,,3.3.1,11/24/2009,2009,2010,13,n,T,9/8/2009,2009,2009,n,T,9/8/2009,2009,2009,,,3.3.3,N
9/30/2011,0,1,0,BK04181098114800,4,18,1,981148,0,0,,7/13/2009,7/13/2009,2009,2009,13,13,c,c,n,275740000,37145,n,n,,,,,,,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,76795.5,49271.5,27524,103925,74578,0,29347,103925,0,103925,947,2247,1698,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK06482086059400,6,48,2,860594,0,0,,,10/30/2008,2008,2009,13,13,c,c,y,430820000,39041,n,n,,430820000,39041,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,256198,234200,21998,417599.6,265833.5,0,151766.1,394264.93,23334.67,417599.6,6733.78,4676.37,4171.37,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK05361088091200,5,36,1,880912,0,0,,,8/7/2008,2008,2008,13,13,c,c,n,713030000,22079,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,8105,0,8105,24443,8339,0,16104,24443,0,24443,2747.2,1857.48,1607.48,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2008,1,0,1,BK05421071226600,5,42,1,712266,0,0,,,12/4/2007,2007,2008,13,13,c,c,n,786600000,48453,n,n,12/4/2007,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,245900,240000,5900,298883.37,248475.88,4465.17,45942.32,298883.37,0,298883.37,2110.51,2467.49,2192,,,,,0.0.0,9/29/2008,2008,2008,13,n,K,,,,,,,,,,,0.0.0,N
9/30/2010,0,0,1,BK01043080625900,1,4,3,806259,0,0,,9/22/2008,9/22/2008,2008,2008,13,13,c,c,n,6800000,72097,n,n,9/23/2008,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,5375,0,5375,13693,0,1750,11943,11943,1750,13693,1233.59,1115.28,985,,,,,3.3.1,2/3/2010,2010,2010,13,n,T,8/26/2009,2009,2009,,,,,,,,3.3.3,N
